"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM1","Území","Uz0","Měsíce","CasM","Hodnota"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2018","2018-03","3600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2018","2018-04","3602"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2018","2018-05","3600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červen 2018","2018-06","3600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červenec 2018","2018-07","3600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","srpen 2018","2018-08","3500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","září 2018","2018-09","3420"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2018","2018-10","3458"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2018","2018-11","3246"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2018","2018-12","3600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","leden 2019","2019-01","3735"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","únor 2019","2019-02","3799"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2019","2019-03","3735"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2019","2019-04","3950"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2019","2019-05","3950"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červen 2019","2019-06","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červenec 2019","2019-07","3800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","srpen 2019","2019-08","3600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","září 2019","2019-09","3600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2019","2019-10","3400"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2019","2019-11","3592"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2019","2019-12","3500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","leden 2020","2020-01","3400"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","únor 2020","2020-02","3400"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2020","2020-03","3616"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2020","2020-04","3768"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2020","2020-05","3800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červen 2020","2020-06","3800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červenec 2020","2020-07","3800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","srpen 2020","2020-08","3800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","září 2020","2020-09","3220"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2020","2020-10","3750"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2020","2020-11","3750"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2020","2020-12","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","leden 2021","2021-01","3900"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","únor 2021","2021-02","3959"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2021","2021-03","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2021","2021-04","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2021","2021-05","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červen 2021","2021-06","3970"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červenec 2021","2021-07","4100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","srpen 2021","2021-08","4150"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","září 2021","2021-09","4100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2021","2021-10","4100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2021","2021-11","4176"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2021","2021-12","4400"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","leden 2022","2022-01","4163"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","únor 2022","2022-02","4750"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2022","2022-03","4872"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2022","2022-04","5250"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2022","2022-05","4900"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červen 2022","2022-06","5121"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červenec 2022","2022-07","5250"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","srpen 2022","2022-08","5274"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","září 2022","2022-09","5000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2022","2022-10","5000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2022","2022-11","5563"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2022","2022-12","5740"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","leden 2023","2023-01","6100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","únor 2023","2023-02","5900"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2023","2023-03","5100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2023","2023-04","4700"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2023","2023-05","4400"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červen 2023","2023-06","4232"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červenec 2023","2023-07","4289"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","srpen 2023","2023-08","4200"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","září 2023","2023-09","4173"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2023","2023-10","4200"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2023","2023-11","3780"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2023","2023-12","3766"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","leden 2024","2024-01","3283"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","únor 2024","2024-02","3500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2024","2024-03","3730"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2024","2024-04","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2024","2024-05","3725"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červen 2024","2024-06","3900"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červenec 2024","2024-07","3954"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","srpen 2024","2024-08","3897"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","září 2024","2024-09","4075"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2024","2024-10","4000"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2024","2024-11","4100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2024","2024-12","4365"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","leden 2025","2025-01","4293"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","únor 2025","2025-02","4500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2025","2025-03","4876"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2025","2025-04","4534"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2025","2025-05","4500"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červen 2025","2025-06","4800"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","červenec 2025","2025-07","4600"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","srpen 2025","2025-08","4200"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","září 2025","2025-09","4100"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2025","2025-10","3865"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2025","2025-11","3938"
"Minimální cena zemědělských výrobků (Kč)","6277MIN","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2025","2025-12","3970"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Pšenice potravinářská [t]","1011","Česko","CZ","říjen 2016","2016-10","4370"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Pšenice potravinářská [t]","1011","Česko","CZ","listopad 2016","2016-11","4251"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Pšenice potravinářská [t]","1011","Česko","CZ","prosinec 2016","2016-12","4590"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Pšenice potravinářská [t]","1011","Česko","CZ","leden 2017","2017-01","4350"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Pšenice potravinářská [t]","1011","Česko","CZ","únor 2017","2017-02","4400"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Pšenice potravinářská [t]","1011","Česko","CZ","březen 2017","2017-03","4720"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Pšenice potravinářská [t]","1011","Česko","CZ","duben 2017","2017-04","4400"
"Maximální cena zemědělských výrobků (Kč)","6277MAX","Pšenice potravinářská [t]","1011","Česko","CZ","květen 2017","2017-05","4250"
